Timestamp::Latency
2017-09-29 20:54:52.994::22
2017-09-29 20:54:53.037::22
2017-09-29 20:54:53.081::22
2017-09-29 20:54:53.126::24
2017-09-29 20:54:53.17::29
2017-09-29 20:54:53.224::22
2017-09-29 20:54:53.267::28
2017-09-29 20:54:53.321::21
2017-09-29 20:54:53.364::19
2017-09-29 20:54:53.401::26
2017-09-29 20:54:53.455::40
2017-09-29 20:54:53.518::23
2017-09-29 20:54:53.562::27
2017-09-29 20:54:53.609::21
2017-09-29 20:54:53.647::22
2017-09-29 20:54:53.687::19
2017-09-29 20:54:53.731::24
2017-09-29 20:54:53.776::31
2017-09-29 20:54:53.827::28
2017-09-29 20:54:53.878::25
2017-09-29 20:54:53.928::38
2017-09-29 20:54:53.987::19
2017-09-29 20:54:54.043::23
2017-09-29 20:54:54.088::22
2017-09-29 20:54:54.163::20
2017-09-29 20:54:54.2::21
2017-09-29 20:54:54.247::25
2017-09-29 20:54:54.297::33
2017-09-29 20:54:54.35::22
2017-09-29 20:54:54.395::25
2017-09-29 20:54:54.454::23
2017-09-29 20:54:54.506::24
2017-09-29 20:54:54.556::23
2017-09-29 20:54:54.603::23
2017-09-29 20:54:54.644::21
2017-09-29 20:54:54.693::27
2017-09-29 20:54:54.745::20
2017-09-29 20:54:54.787::35
2017-09-29 20:54:54.844::31
2017-09-29 20:54:54.898::23
2017-09-29 20:54:54.953::50
2017-09-29 20:54:55.024::23
2017-09-29 20:54:55.069::25
2017-09-29 20:54:55.122::23
2017-09-29 20:54:55.172::31
2017-09-29 20:54:55.228::28
2017-09-29 20:54:55.281::27
2017-09-29 20:54:55.339::19
2017-09-29 20:54:55.381::24
2017-09-29 20:54:55.43::21
2017-09-29 20:54:55.479::46
2017-09-29 20:54:55.547::23
2017-09-29 20:54:55.593::21
2017-09-29 20:54:55.636::17
2017-09-29 20:54:55.673::21
2017-09-29 20:54:55.718::20
2017-09-29 20:54:55.758::33
2017-09-29 20:54:55.811::23
2017-09-29 20:54:55.856::21
2017-09-29 20:54:55.898::40
2017-09-29 20:54:55.957::21
2017-09-29 20:54:55.995::23
2017-09-29 20:54:56.038::25
2017-09-29 20:54:56.086::22
2017-09-29 20:54:56.13::22
2017-09-29 20:54:56.175::24
2017-09-29 20:54:56.224::25
2017-09-29 20:54:56.271::57
2017-09-29 20:54:56.347::22
2017-09-29 20:54:56.392::27
2017-09-29 20:54:56.438::23
2017-09-29 20:54:56.484::23
2017-09-29 20:54:56.531::23
2017-09-29 20:54:56.576::29
2017-09-29 20:54:56.625::22
2017-09-29 20:54:56.672::26
2017-09-29 20:54:56.719::22
2017-09-29 20:54:56.765::24
2017-09-29 20:54:56.827::87
2017-09-29 20:54:56.936::39
2017-09-29 20:54:57.002::23
2017-09-29 20:54:57.044::21
2017-09-29 20:54:57.086::21
2017-09-29 20:54:57.127::21
2017-09-29 20:54:57.167::25
2017-09-29 20:54:57.218::19
2017-09-29 20:54:57.258::17
2017-09-29 20:54:57.294::23
2017-09-29 20:54:57.394::24
2017-09-29 20:54:57.438::23
2017-09-29 20:54:57.483::20
2017-09-29 20:54:57.524::17
2017-09-29 20:54:57.562::20
2017-09-29 20:54:57.618::78
2017-09-29 20:54:57.717::21
2017-09-29 20:54:57.758::24
2017-09-29 20:54:57.802::27
2017-09-29 20:54:57.852::20
2017-09-29 20:54:57.957::42
2017-09-29 20:54:58.026::21
2017-09-29 20:54:52.996::25
2017-09-29 20:54:53.048::24
2017-09-29 20:54:53.1::20
2017-09-29 20:54:53.142::29
2017-09-29 20:54:53.196::26
2017-09-29 20:54:53.246::22
2017-09-29 20:54:53.295::26
2017-09-29 20:54:53.346::31
2017-09-29 20:54:53.4::23
2017-09-29 20:54:53.443::20
2017-09-29 20:54:53.488::26
2017-09-29 20:54:53.543::22
2017-09-29 20:54:53.589::19
2017-09-29 20:54:53.634::25
2017-09-29 20:54:53.681::22
2017-09-29 20:54:53.727::22
2017-09-29 20:54:53.771::35
2017-09-29 20:54:53.829::28
2017-09-29 20:54:53.88::26
2017-09-29 20:54:53.934::32
2017-09-29 20:54:53.988::39
2017-09-29 20:54:54.048::22
2017-09-29 20:54:54.093::24
2017-09-29 20:54:54.169::22
2017-09-29 20:54:54.212::21
2017-09-29 20:54:54.261::25
2017-09-29 20:54:54.328::22
2017-09-29 20:54:54.373::27
2017-09-29 20:54:54.43::27
2017-09-29 20:54:54.48::29
2017-09-29 20:54:54.528::20
2017-09-29 20:54:54.571::23
2017-09-29 20:54:54.618::23
2017-09-29 20:54:54.662::21
2017-09-29 20:54:54.708::33
2017-09-29 20:54:54.761::23
2017-09-29 20:54:54.808::24
2017-09-29 20:54:54.85::27
2017-09-29 20:54:54.902::23
2017-09-29 20:54:54.954::52
2017-09-29 20:54:55.03::21
2017-09-29 20:54:55.074::24
2017-09-29 20:54:55.122::22
2017-09-29 20:54:55.172::30
2017-09-29 20:54:55.223::24
2017-09-29 20:54:55.267::21
2017-09-29 20:54:55.311::26
2017-09-29 20:54:55.361::30
2017-09-29 20:54:55.417::24
2017-09-29 20:54:55.461::20
2017-09-29 20:54:55.504::25
2017-09-29 20:54:55.573::19
2017-09-29 20:54:55.612::21
2017-09-29 20:54:55.655::21
2017-09-29 20:54:55.694::25
2017-09-29 20:54:55.747::23
2017-09-29 20:54:55.795::22
2017-09-29 20:54:55.84::22
2017-09-29 20:54:55.894::22
2017-09-29 20:54:55.938::23
2017-09-29 20:54:55.99::20
2017-09-29 20:54:56.034::21
2017-09-29 20:54:56.081::22
2017-09-29 20:54:56.128::23
2017-09-29 20:54:56.173::22
2017-09-29 20:54:56.22::21
2017-09-29 20:54:56.264::23
2017-09-29 20:54:56.328::19
2017-09-29 20:54:56.369::24
2017-09-29 20:54:56.42::19
2017-09-29 20:54:56.459::23
2017-09-29 20:54:56.502::22
2017-09-29 20:54:56.538::20
2017-09-29 20:54:56.581::20
2017-09-29 20:54:56.62::26
2017-09-29 20:54:56.666::21
2017-09-29 20:54:56.711::25
2017-09-29 20:54:56.761::23
2017-09-29 20:54:56.825::87
2017-09-29 20:54:56.936::39
2017-09-29 20:54:57.002::23
2017-09-29 20:54:57.047::21
2017-09-29 20:54:57.09::22
2017-09-29 20:54:57.144::22
2017-09-29 20:54:57.191::30
2017-09-29 20:54:57.24::25
2017-09-29 20:54:57.286::32
2017-09-29 20:54:57.398::24
2017-09-29 20:54:57.445::21
2017-09-29 20:54:57.486::18
2017-09-29 20:54:57.525::19
2017-09-29 20:54:57.567::18
2017-09-29 20:54:57.617::76
2017-09-29 20:54:57.714::23
2017-09-29 20:54:57.756::22
2017-09-29 20:54:57.799::29
2017-09-29 20:54:57.85::19
2017-09-29 20:54:57.959::40
2017-09-29 20:54:58.022::24
2017-09-29 20:54:58.064::21
2017-09-29 20:54:52.994::55
2017-09-29 20:54:53.08::25
2017-09-29 20:54:53.124::46
2017-09-29 20:54:53.191::24
2017-09-29 20:54:53.239::23
2017-09-29 20:54:53.282::18
2017-09-29 20:54:53.323::26
2017-09-29 20:54:53.37::30
2017-09-29 20:54:53.428::23
2017-09-29 20:54:53.494::24
2017-09-29 20:54:53.541::22
2017-09-29 20:54:53.589::21
2017-09-29 20:54:53.633::21
2017-09-29 20:54:53.681::21
2017-09-29 20:54:53.724::21
2017-09-29 20:54:53.766::20
2017-09-29 20:54:53.807::24
2017-09-29 20:54:53.858::23
2017-09-29 20:54:53.904::22
2017-09-29 20:54:53.95::25
2017-09-29 20:54:53.998::30
2017-09-29 20:54:54.049::20
2017-09-29 20:54:54.093::24
2017-09-29 20:54:54.175::19
2017-09-29 20:54:54.219::20
2017-09-29 20:54:54.264::25
2017-09-29 20:54:54.328::20
2017-09-29 20:54:54.369::24
2017-09-29 20:54:54.411::21
2017-09-29 20:54:54.456::22
2017-09-29 20:54:54.507::23
2017-09-29 20:54:54.555::21
2017-09-29 20:54:54.598::22
2017-09-29 20:54:54.642::23
2017-09-29 20:54:54.688::24
2017-09-29 20:54:54.744::25
2017-09-29 20:54:54.79::34
2017-09-29 20:54:54.845::28
2017-09-29 20:54:54.898::24
2017-09-29 20:54:54.952::51
2017-09-29 20:54:55.022::23
2017-09-29 20:54:55.068::23
2017-09-29 20:54:55.117::28
2017-09-29 20:54:55.208::23
2017-09-29 20:54:55.261::24
2017-09-29 20:54:55.304::25
2017-09-29 20:54:55.355::25
2017-09-29 20:54:55.404::28
2017-09-29 20:54:55.456::22
2017-09-29 20:54:55.502::23
2017-09-29 20:54:55.548::22
2017-09-29 20:54:55.593::25
2017-09-29 20:54:55.644::21
2017-09-29 20:54:55.685::22
2017-09-29 20:54:55.727::23
2017-09-29 20:54:55.77::24
2017-09-29 20:54:55.817::22
2017-09-29 20:54:55.862::32
2017-09-29 20:54:55.916::45
2017-09-29 20:54:55.989::21
2017-09-29 20:54:56.032::21
2017-09-29 20:54:56.073::25
2017-09-29 20:54:56.125::25
2017-09-29 20:54:56.174::51
2017-09-29 20:54:56.249::22
2017-09-29 20:54:56.302::98
2017-09-29 20:54:56.426::24
2017-09-29 20:54:56.471::21
2017-09-29 20:54:56.514::27
2017-09-29 20:54:56.565::20
2017-09-29 20:54:56.605::20
2017-09-29 20:54:56.654::23
2017-09-29 20:54:56.699::20
2017-09-29 20:54:56.74::25
2017-09-29 20:54:56.789::38
2017-09-29 20:54:56.917::21
2017-09-29 20:54:56.974::26
2017-09-29 20:54:57.024::19
2017-09-29 20:54:57.064::22
2017-09-29 20:54:57.108::20
2017-09-29 20:54:57.15::41
2017-09-29 20:54:57.21::21
2017-09-29 20:54:57.25::20
2017-09-29 20:54:57.292::26
2017-09-29 20:54:57.396::22
2017-09-29 20:54:57.436::22
2017-09-29 20:54:57.481::17
2017-09-29 20:54:57.519::18
2017-09-29 20:54:57.56::19
2017-09-29 20:54:57.618::77
2017-09-29 20:54:57.717::21
2017-09-29 20:54:57.758::25
2017-09-29 20:54:57.805::26
2017-09-29 20:54:57.852::21
2017-09-29 20:54:57.958::41
2017-09-29 20:54:58.022::25
2017-09-29 20:54:58.067::20
2017-09-29 20:54:58.11::17
2017-09-29 20:54:58.147::88
2017-09-29 20:54:58.258::32
2017-09-29 20:54:52.984::39
2017-09-29 20:54:53.048::23
2017-09-29 20:54:53.094::22
2017-09-29 20:54:53.14::27
2017-09-29 20:54:53.193::31
2017-09-29 20:54:53.247::23
2017-09-29 20:54:53.298::25
2017-09-29 20:54:53.346::30
2017-09-29 20:54:53.4::23
2017-09-29 20:54:53.447::20
2017-09-29 20:54:53.489::23
2017-09-29 20:54:53.543::44
2017-09-29 20:54:53.608::24
2017-09-29 20:54:53.656::20
2017-09-29 20:54:53.698::21
2017-09-29 20:54:53.743::29
2017-09-29 20:54:53.806::26
2017-09-29 20:54:53.856::21
2017-09-29 20:54:53.903::22
2017-09-29 20:54:53.95::25
2017-09-29 20:54:53.998::30
2017-09-29 20:54:54.048::23
2017-09-29 20:54:54.097::20
2017-09-29 20:54:54.168::19
2017-09-29 20:54:54.207::20
2017-09-29 20:54:54.245::29
2017-09-29 20:54:54.308::42
2017-09-29 20:54:54.369::30
2017-09-29 20:54:54.419::37
2017-09-29 20:54:54.479::28
2017-09-29 20:54:54.531::25
2017-09-29 20:54:54.576::27
2017-09-29 20:54:54.624::21
2017-09-29 20:54:54.665::22
2017-09-29 20:54:54.713::31
