Timestamp::Latency
2017-09-29 20:54:52.232::762
2017-09-29 20:54:53.016::21
2017-09-29 20:54:53.059::22
2017-09-29 20:54:53.103::23
2017-09-29 20:54:53.15::20
2017-09-29 20:54:53.199::25
2017-09-29 20:54:53.246::21
2017-09-29 20:54:53.295::26
2017-09-29 20:54:53.342::22
2017-09-29 20:54:53.383::18
2017-09-29 20:54:53.427::28
2017-09-29 20:54:53.495::23
2017-09-29 20:54:53.541::21
2017-09-29 20:54:53.589::20
2017-09-29 20:54:53.63::17
2017-09-29 20:54:53.669::18
2017-09-29 20:54:53.706::25
2017-09-29 20:54:53.755::21
2017-09-29 20:54:53.807::20
2017-09-29 20:54:53.855::23
2017-09-29 20:54:53.903::25
2017-09-29 20:54:53.966::21
2017-09-29 20:54:54.006::37
2017-09-29 20:54:54.066::22
2017-09-29 20:54:54.11::53
2017-09-29 20:54:54.183::17
2017-09-29 20:54:54.221::26
2017-09-29 20:54:54.272::25
2017-09-29 20:54:54.33::20
2017-09-29 20:54:54.372::23
2017-09-29 20:54:54.42::34
2017-09-29 20:54:54.477::29
2017-09-29 20:54:54.53::26
2017-09-29 20:54:54.579::24
2017-09-29 20:54:54.626::18
2017-09-29 20:54:54.665::28
2017-09-29 20:54:54.72::25
2017-09-29 20:54:54.765::22
2017-09-29 20:54:54.822::22
2017-09-29 20:54:54.875::23
2017-09-29 20:54:54.921::32
2017-09-29 20:54:55.003::21
2017-09-29 20:54:55.047::22
2017-09-29 20:54:55.094::28
2017-09-29 20:54:55.145::27
2017-09-29 20:54:55.203::25
2017-09-29 20:54:55.256::25
2017-09-29 20:54:55.308::31
2017-09-29 20:54:55.358::23
2017-09-29 20:54:55.405::25
2017-09-29 20:54:55.451::28
2017-09-29 20:54:55.525::22
2017-09-29 20:54:55.57::23
2017-09-29 20:54:55.614::22
2017-09-29 20:54:55.653::20
2017-09-29 20:54:55.694::24
2017-09-29 20:54:55.738::20
2017-09-29 20:54:55.791::20
2017-09-29 20:54:55.834::22
2017-09-29 20:54:55.877::21
2017-09-29 20:54:55.938::19
2017-09-29 20:54:55.978::17
2017-09-29 20:54:56.018::20
2017-09-29 20:54:56.063::23
2017-09-29 20:54:56.108::22
2017-09-29 20:54:56.152::23
2017-09-29 20:54:56.199::25
2017-09-29 20:54:56.249::22
2017-09-29 20:54:56.328::19
2017-09-29 20:54:56.369::23
2017-09-29 20:54:56.419::19
2017-09-29 20:54:56.461::23
2017-09-29 20:54:56.507::24
2017-09-29 20:54:56.554::22
2017-09-29 20:54:56.605::20
2017-09-29 20:54:56.647::25
2017-09-29 20:54:56.698::21
2017-09-29 20:54:56.741::24
2017-09-29 20:54:56.789::38
2017-09-29 20:54:56.914::22
2017-09-29 20:54:56.975::27
2017-09-29 20:54:57.025::19
2017-09-29 20:54:57.065::21
2017-09-29 20:54:57.107::20
2017-09-29 20:54:57.148::19
2017-09-29 20:54:57.192::26
2017-09-29 20:54:57.237::21
2017-09-29 20:54:57.275::19
2017-09-29 20:54:57.317::77
2017-09-29 20:54:57.418::20
2017-09-29 20:54:57.461::22
2017-09-29 20:54:57.503::21
2017-09-29 20:54:57.541::21
2017-09-29 20:54:57.582::36
2017-09-29 20:54:57.696::21
2017-09-29 20:54:57.738::20
2017-09-29 20:54:57.782::20
2017-09-29 20:54:57.829::23
2017-09-29 20:54:57.872::85
2017-09-29 20:54:57.999::27
2017-09-29 20:54:52.233::763
2017-09-29 20:54:53.021::27
2017-09-29 20:54:53.072::28
2017-09-29 20:54:53.12::22
2017-09-29 20:54:53.171::25
2017-09-29 20:54:53.222::24
2017-09-29 20:54:53.268::27
2017-09-29 20:54:53.321::25
2017-09-29 20:54:53.377::23
2017-09-29 20:54:53.423::20
2017-09-29 20:54:53.463::25
2017-09-29 20:54:53.514::29
2017-09-29 20:54:53.565::24
2017-09-29 20:54:53.608::26
2017-09-29 20:54:53.659::22
2017-09-29 20:54:53.703::24
2017-09-29 20:54:53.749::22
2017-09-29 20:54:53.806::23
2017-09-29 20:54:53.857::23
2017-09-29 20:54:53.906::28
2017-09-29 20:54:53.966::22
2017-09-29 20:54:54.027::21
2017-09-29 20:54:54.07::23
2017-09-29 20:54:54.117::52
2017-09-29 20:54:54.191::21
2017-09-29 20:54:54.233::28
2017-09-29 20:54:54.286::42
2017-09-29 20:54:54.35::23
2017-09-29 20:54:54.4::30
2017-09-29 20:54:54.457::23
2017-09-29 20:54:54.509::19
2017-09-29 20:54:54.548::23
2017-09-29 20:54:54.594::24
2017-09-29 20:54:54.641::21
2017-09-29 20:54:54.683::25
2017-09-29 20:54:54.741::20
2017-09-29 20:54:54.784::24
2017-09-29 20:54:54.832::18
2017-09-29 20:54:54.877::25
2017-09-29 20:54:54.925::29
2017-09-29 20:54:55.006::24
2017-09-29 20:54:55.051::23
2017-09-29 20:54:55.098::24
2017-09-29 20:54:55.144::28
2017-09-29 20:54:55.202::21
2017-09-29 20:54:55.247::20
2017-09-29 20:54:55.288::23
2017-09-29 20:54:55.337::24
2017-09-29 20:54:55.391::26
2017-09-29 20:54:55.441::20
2017-09-29 20:54:55.481::23
2017-09-29 20:54:55.529::44
2017-09-29 20:54:55.592::20
2017-09-29 20:54:55.633::22
2017-09-29 20:54:55.676::18
2017-09-29 20:54:55.719::28
2017-09-29 20:54:55.77::25
2017-09-29 20:54:55.817::23
2017-09-29 20:54:55.862::32
2017-09-29 20:54:55.916::22
2017-09-29 20:54:55.961::29
2017-09-29 20:54:56.01::24
2017-09-29 20:54:56.055::26
2017-09-29 20:54:56.103::25
2017-09-29 20:54:56.151::22
2017-09-29 20:54:56.195::25
2017-09-29 20:54:56.241::23
2017-09-29 20:54:56.287::41
2017-09-29 20:54:56.347::22
2017-09-29 20:54:56.393::27
2017-09-29 20:54:56.439::20
2017-09-29 20:54:56.482::20
2017-09-29 20:54:56.524::14
2017-09-29 20:54:56.558::23
2017-09-29 20:54:56.601::19
2017-09-29 20:54:56.646::20
2017-09-29 20:54:56.687::24
2017-09-29 20:54:56.736::25
2017-09-29 20:54:56.784::41
2017-09-29 20:54:56.912::24
2017-09-29 20:54:56.975::27
2017-09-29 20:54:57.025::22
2017-09-29 20:54:57.068::22
2017-09-29 20:54:57.112::32
2017-09-29 20:54:57.166::25
2017-09-29 20:54:57.221::19
2017-09-29 20:54:57.265::21
2017-09-29 20:54:57.318::80
2017-09-29 20:54:57.422::23
2017-09-29 20:54:57.466::20
2017-09-29 20:54:57.504::21
2017-09-29 20:54:57.544::23
2017-09-29 20:54:57.585::32
2017-09-29 20:54:57.694::20
2017-09-29 20:54:57.737::19
2017-09-29 20:54:57.778::21
2017-09-29 20:54:57.828::22
2017-09-29 20:54:57.869::90
2017-09-29 20:54:57.999::23
2017-09-29 20:54:58.046::18
2017-09-29 20:54:52.233::761
2017-09-29 20:54:53.049::31
2017-09-29 20:54:53.105::19
2017-09-29 20:54:53.17::21
2017-09-29 20:54:53.215::24
2017-09-29 20:54:53.262::20
2017-09-29 20:54:53.3::23
2017-09-29 20:54:53.349::21
2017-09-29 20:54:53.4::28
2017-09-29 20:54:53.451::43
2017-09-29 20:54:53.518::23
2017-09-29 20:54:53.563::26
2017-09-29 20:54:53.61::23
2017-09-29 20:54:53.654::27
2017-09-29 20:54:53.702::22
2017-09-29 20:54:53.745::21
2017-09-29 20:54:53.786::21
2017-09-29 20:54:53.831::27
2017-09-29 20:54:53.881::23
2017-09-29 20:54:53.926::24
2017-09-29 20:54:53.975::23
2017-09-29 20:54:54.028::21
2017-09-29 20:54:54.069::24
2017-09-29 20:54:54.117::58
2017-09-29 20:54:54.194::25
2017-09-29 20:54:54.239::25
2017-09-29 20:54:54.289::39
2017-09-29 20:54:54.348::21
2017-09-29 20:54:54.393::18
2017-09-29 20:54:54.432::24
2017-09-29 20:54:54.478::29
2017-09-29 20:54:54.53::25
2017-09-29 20:54:54.576::22
2017-09-29 20:54:54.62::22
2017-09-29 20:54:54.665::23
2017-09-29 20:54:54.712::32
2017-09-29 20:54:54.769::21
2017-09-29 20:54:54.824::21
2017-09-29 20:54:54.873::25
2017-09-29 20:54:54.922::30
2017-09-29 20:54:55.003::19
2017-09-29 20:54:55.045::23
2017-09-29 20:54:55.091::26
2017-09-29 20:54:55.145::63
2017-09-29 20:54:55.231::30
2017-09-29 20:54:55.285::19
2017-09-29 20:54:55.329::26
2017-09-29 20:54:55.38::24
2017-09-29 20:54:55.432::24
2017-09-29 20:54:55.478::24
2017-09-29 20:54:55.525::23
2017-09-29 20:54:55.57::23
2017-09-29 20:54:55.618::26
2017-09-29 20:54:55.665::20
2017-09-29 20:54:55.707::20
2017-09-29 20:54:55.75::20
2017-09-29 20:54:55.794::23
2017-09-29 20:54:55.839::23
2017-09-29 20:54:55.894::22
2017-09-29 20:54:55.961::28
2017-09-29 20:54:56.01::22
2017-09-29 20:54:56.053::20
2017-09-29 20:54:56.098::27
2017-09-29 20:54:56.15::24
2017-09-29 20:54:56.225::24
2017-09-29 20:54:56.271::31
2017-09-29 20:54:56.4::26
2017-09-29 20:54:56.45::21
2017-09-29 20:54:56.492::22
2017-09-29 20:54:56.541::24
2017-09-29 20:54:56.585::20
2017-09-29 20:54:56.625::29
2017-09-29 20:54:56.677::22
2017-09-29 20:54:56.719::21
2017-09-29 20:54:56.765::24
2017-09-29 20:54:56.827::90
2017-09-29 20:54:56.938::36
2017-09-29 20:54:57.0::24
2017-09-29 20:54:57.043::21
2017-09-29 20:54:57.086::22
2017-09-29 20:54:57.128::22
2017-09-29 20:54:57.191::19
2017-09-29 20:54:57.231::19
2017-09-29 20:54:57.27::22
2017-09-29 20:54:57.318::78
2017-09-29 20:54:57.418::18
2017-09-29 20:54:57.458::23
2017-09-29 20:54:57.498::21
2017-09-29 20:54:57.537::23
2017-09-29 20:54:57.579::39
2017-09-29 20:54:57.695::22
2017-09-29 20:54:57.738::20
2017-09-29 20:54:57.783::22
2017-09-29 20:54:57.831::21
2017-09-29 20:54:57.873::85
2017-09-29 20:54:57.999::23
2017-09-29 20:54:58.047::20
2017-09-29 20:54:58.087::23
2017-09-29 20:54:58.127::20
2017-09-29 20:54:58.235::23
2017-09-29 20:54:52.233::751
2017-09-29 20:54:53.023::25
2017-09-29 20:54:53.071::23
2017-09-29 20:54:53.116::24
2017-09-29 20:54:53.167::26
2017-09-29 20:54:53.224::23
2017-09-29 20:54:53.27::28
2017-09-29 20:54:53.323::23
2017-09-29 20:54:53.376::24
2017-09-29 20:54:53.423::24
2017-09-29 20:54:53.467::22
2017-09-29 20:54:53.512::31
2017-09-29 20:54:53.587::21
2017-09-29 20:54:53.632::24
2017-09-29 20:54:53.676::22
2017-09-29 20:54:53.719::24
2017-09-29 20:54:53.772::34
